Date,Open,High,Low,Close,Adj Close,Volume
2022-04-07,13861.49023,13978.25,13689.23047,13897.29981,13897.29981,4822420000
2022-04-08,13830.46973,13866.05957,13693.69043,13711,13711,4554890000
2022-04-11,13547.29004,13585.08008,13401.38965,13411.95996,13411.95996,4916860000
2022-04-12,13584.69043,13685.9502,13317.74023,13371.57031,13371.57031,4965220000
2022-04-13,13373.12012,13679.42969,13353.66016,13643.58984,13643.58984,4887660000
2022-04-14,13647.42969,13662.92969,13345.21973,13351.08008,13351.08008,4623410000
2022-04-18,13319.38965,13414.26953,13222.03027,13332.36035,13332.36035,4350150000
2022-04-19,13312.44043,13643.96973,13281.21973,13619.66016,13619.66016,4527480000
2022-04-20,13665.37988,13678.54981,13426.12988,13453.07031,13453.07031,4639440000
2022-04-21,13623.7002,13710.7002,13140.83008,13174.65039,13174.65039,5206320000
2022-04-22,13168.79981,13212.59961,12828.01953,12839.29004,12839.29004,4457380000
2022-04-25,12749.16992,13011.4502,12722.58984,13004.84961,13004.84961,4827790000
2022-04-26,12918.04004,12918.04004,12490.74023,12490.74023,12490.74023,5136770000
2022-04-27,12500.87988,12703.79004,12430.90039,12488.92969,12488.92969,4773290000
2022-04-28,12712.86035,12948.51953,12487.86035,12871.53027,12871.53027,5030570000
2022-04-29,12710.41992,12861.83008,12315.74023,12334.63965,12334.63965,4719290000
2022-05-02,12331.69043,12542.54004,12202.41016,12536.01953,12536.01953,4896740000
2022-05-03,12511.45996,12645.83008,12460.99023,12563.75977,12563.75977,4522940000
2022-05-04,12574.73047,12985.00977,12367.01953,12964.86035,12964.86035,5467750000
2022-05-05,12787.51953,12787.51953,12183.55957,12317.69043,12317.69043,5269260000
2022-05-06,12246.83008,12358.41992,11990.15039,12144.66016,12144.66016,5311020000
2022-05-09,11923.03027,11990.61035,11574.94043,11623.25,11623.25,5911380000
2022-05-10,11900.33984,11944.94043,11566.28027,11737.66992,11737.66992,6199090000
2022-05-11,11645.57031,11844.50977,11339.17969,11364.24023,11364.24023,6120860000
2022-05-12,11199.25,11547.33008,11108.75977,11370.95996,11370.95996,6647400000
2022-05-13,11555.96973,11856.70996,11510.25977,11805,11805,5868610000
2022-05-16,11727.13965,11804.58984,11627.53027,11662.79004,11662.79004,4898850000
2022-05-17,11905.57031,11988.42969,11754.28027,11984.51953,11984.51953,5068930000
2022-05-18,11790.67969,11826.21973,11381.69043,11418.15039,11418.15039,5043020000
2022-05-19,11364.40039,11562.82031,11313.30957,11388.5,11388.5,5136920000
2022-05-20,11542.66992,11552.20996,11035.69043,11354.62012,11354.62012,5413140000
2022-05-23,11396.28027,11552.07031,11304.55957,11535.26953,11535.26953,4509640000
2022-05-24,11326.44043,11351.61035,11092.48047,11264.4502,11264.4502,4706300000
2022-05-25,11225.03027,11511.90039,11211.84961,11434.74023,11434.74023,4500920000
2022-05-26,11409.83984,11796.96973,11406.16016,11740.65039,11740.65039,4651470000
2022-05-27,11869.69043,12131.66016,11856.82031,12131.12988,12131.12988,4774530000
2022-05-31,12137.54004,12190.08008,11942.5,12081.38965,12081.38965,6028940000
2022-06-01,12176.88965,12237.94043,11901.42969,11994.45996,11994.45996,4697810000
2022-06-02,11945.57031,12320.12012,11901.4502,12316.90039,12316.90039,4422830000
2022-06-03,12097.12012,12167.44043,11966.62012,12012.73047,12012.73047,4117290000
2022-06-06,12200.33008,12245.40039,12004.2002,12061.37012,12061.37012,4633950000
2022-06-07,11925.80957,12194.86035,11888.61035,12175.23047,12175.23047,4383960000
2022-06-08,12147.28027,12235.78027,12052.7002,12086.26953,12086.26953,4689310000
2022-06-09,12016.46973,12115.05957,11751.98047,11754.23047,11754.23047,5382110000
2022-06-10,11543.87988,11569.15039,11328.26953,11340.01953,11340.01953,5125980000
2022-06-13,10986.84961,11071.48047,10775.13965,10809.23047,10809.23047,5912360000
2022-06-14,10897.42969,10926.80957,10733.04004,10828.34961,10828.34961,4802090000
2022-06-15,10968.40039,11244.25977,10866.38965,11099.15039,11099.15039,5346110000
2022-06-16,10806.01953,10831.07031,10565.13965,10646.09961,10646.09961,5667810000
2022-06-17,10697.54981,10884.70996,10638.71973,10798.34961,10798.34961,7423600000
2022-06-21,10974.04981,11164.99023,10974.04981,11069.29981,11069.29981,5201450000
2022-06-22,10941.9502,11216.76953,10938.05957,11053.08008,11053.08008,5215100000
2022-06-23,11137.67969,11260.26953,11046.28027,11232.19043,11232.19043,5238210000
2022-06-24,11351.30957,11613.23047,11337.78027,11607.62012,11607.62012,9438810000
2022-06-27,11661.01953,11677.49023,11487.07031,11524.54981,11524.54981,5017930000
2022-06-28,11542.24023,11635.84961,11177.67969,11181.54004,11181.54004,5397910000
2022-06-29,11160.21973,11226.33008,11072.19043,11177.88965,11177.88965,5609230000
2022-06-30,11048.25,11160.91992,10850.00977,11028.74023,11028.74023,5620800000
2022-07-01,11006.83008,11132.54981,10922.70996,11127.84961,11127.84961,4844560000
2022-07-05,10964.17969,11323.88965,10911.4502,11322.24023,11322.24023,5028520000
2022-07-06,11337.90039,11443.15039,11250.32031,11361.84961,11361.84961,4824620000
2022-07-07,11422.59961,11644.46973,11412.87988,11621.34961,11621.34961,4662320000
2022-07-08,11503.61035,11689.7002,11479.76953,11635.30957,11635.30957,4495900000
2022-07-11,11524.49023,11541.09961,11348.05957,11372.59961,11372.59961,4343130000
2022-07-12,11420.88965,11483.16992,11207.08008,11264.73047,11264.73047,4279920000
2022-07-13,11056.54981,11325.66992,11031.26953,11247.58008,11247.58008,4400730000
2022-07-14,11151.20996,11279.96973,11005.92969,11251.19043,11251.19043,4456350000
2022-07-15,11379.36035,11454.69043,11295.33008,11452.41992,11452.41992,4342760000
2022-07-18,11561.63965,11629.03027,11322.83984,11360.04981,11360.04981,5003870000
2022-07-19,11515,11721.21973,11448.96973,11713.15039,11713.15039,5251410000
2022-07-20,11726.08984,11939.95996,11703.36035,11897.65039,11897.65039,5427450000
2022-07-21,11914.15039,12060.58984,11812.71973,12059.61035,12059.61035,4646260000
2022-07-22,12025.37012,12093.01953,11767.19043,11834.11035,11834.11035,4700220000
