Date,Open,High,Low,Close,Adj Close,Volume
2022-04-22,6.660000,6.990000,6.475000,6.990000,6.990000,255200
2022-04-25,7.050000,8.450000,7.012000,7.830000,7.830000,1253900
2022-04-26,7.880000,8.280000,7.560000,7.760000,7.760000,339700
2022-04-27,7.800000,8.000000,7.550000,7.690000,7.690000,270700
2022-04-28,7.700000,7.700000,5.610000,6.230000,6.230000,1579600
2022-04-29,6.160000,6.400000,5.870000,5.960000,5.960000,544400
2022-05-02,5.870000,6.160000,5.660000,5.930000,5.930000,427200
2022-05-03,5.970000,6.160000,5.850000,6.060000,6.060000,172000
2022-05-04,6.120000,6.500000,5.910000,6.390000,6.390000,165100
2022-05-05,6.390000,6.390000,6.040000,6.180000,6.180000,118300
2022-05-06,6.110000,6.260000,6.030000,6.170000,6.170000,230800
2022-05-09,6.090000,6.100000,5.070000,5.130000,5.130000,456900
2022-05-10,5.280000,5.460000,5.020000,5.220000,5.220000,118700
2022-05-11,5.150000,5.302000,4.930000,4.960000,4.960000,155300
2022-05-12,4.800000,5.120000,4.785000,5.060000,5.060000,283900
2022-05-13,5.140000,5.328000,5.049000,5.180000,5.180000,211300
2022-05-16,5.150000,5.200000,5.000000,5.100000,5.100000,104300
2022-05-17,5.270000,5.570000,5.210000,5.500000,5.500000,312600
2022-05-18,5.420000,5.720000,5.344000,5.450000,5.450000,189100
2022-05-19,5.410000,6.090000,5.339000,6.070000,6.070000,254800
2022-05-20,6.120000,6.330000,6.010000,6.210000,6.210000,280700
2022-05-23,6.220000,6.240000,5.270000,5.400000,5.400000,218500
2022-05-24,5.330000,6.050000,5.170000,5.610000,5.610000,563700
2022-05-25,5.590000,5.670000,5.350000,5.640000,5.640000,176900
2022-05-26,5.660000,5.910000,5.420000,5.690000,5.690000,226600
2022-05-27,5.710000,5.867000,5.560000,5.750000,5.750000,202400
2022-05-31,5.760000,5.890000,5.680000,5.710000,5.710000,106500
2022-06-01,5.770000,5.860000,5.510000,5.710000,5.710000,147300
2022-06-02,5.690000,5.940000,5.590000,5.810000,5.810000,93300
2022-06-03,5.830000,5.910000,5.550000,5.880000,5.880000,120800
2022-06-06,5.910000,5.910000,5.410000,5.480000,5.480000,257300
2022-06-07,5.470000,5.840000,5.360000,5.720000,5.720000,412800
2022-06-08,5.720000,6.090000,5.611000,5.770000,5.770000,196900
2022-06-09,5.740000,5.740000,5.490000,5.630000,5.630000,186600
2022-06-10,5.410000,5.506000,5.200000,5.310000,5.310000,255000
2022-06-13,5.320000,5.320000,4.902000,5.150000,5.150000,701600
2022-06-14,5.360000,5.360000,4.959000,5.080000,5.080000,229700
2022-06-15,5.520000,5.750000,5.260000,5.580000,5.580000,450000
2022-06-16,5.360000,5.420000,5.010000,5.320000,5.320000,356700
2022-06-17,5.450000,5.647000,5.300000,5.550000,5.550000,296500
2022-06-21,5.550000,5.755000,5.430000,5.590000,5.590000,246500
2022-06-22,5.480000,5.890000,5.460000,5.750000,5.750000,243300
2022-06-23,5.750000,7.410000,5.728000,7.020000,7.020000,701500
2022-06-24,7.020000,7.020000,6.470000,6.490000,6.490000,445000
2022-06-27,6.500000,6.650000,5.940000,6.270000,6.270000,396300
